시군구,위계,광역구분,종속구분,도로명,영문도로명,고시일자,시점,종점,도로폭,도로고시길이,도로물리길이,기초간격,부여사유,부여방식,부여일자,부여사유설명,도로구간일련번호
광진구,길,시군구,주도로,동일로30길,Dongil-ro 30-gil,2010.6.3,화양동 21-15,화양동 18-26,7,286,286.435,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,325
광진구,길,시군구,주도로,군자로3길,Gunja-ro 3-gil,2010.6.3,화양동 12-1,화양동 12-41,7,157,156.713,10,행정구역 명칭,일련번호,2010.5.28,군자로에서 분기되는 도로,317
광진구,길,시군구,주도로,아차산로33길,Achasan-ro 33-gil,2010.6.3,화양동 7-2,화양동 12-2,7,482,481.775,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,318
광진구,길,시군구,주도로,아차산로34길,Achasan-ro 34-gil,2010.6.3,자양동 1-3,자양동 2-38,7,243,243.051,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,308
광진구,길,시군구,주도로,아차산로38길,Achasan-ro 38-gil,2010.6.3,자양동 227-6,자양동 227-65,7,135,135.471,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,285
광진구,길,시군구,주도로,아차산로39길,Achasan-ro 39-gil,2010.6.3,자양동 226-38,자양동 226-28,7,275,275.171,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,456
광진구,길,시군구,주도로,아차산로25길,Achasan-ro 25-gil,2010.6.3,화양동 49-12,화양동 36-1,7,418,418.379,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,302
광진구,길,시군구,주도로,긴고랑로46길,Gingorang-ro 46-gil,2010.6.3,중곡동 73-49,중곡동 73-16,7,103,102.764,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,96
광진구,길,시군구,주도로,천호대로136길,Cheonho-daero 136-gil,2010.6.3,구의동 73-9,구의동 64-18,8,378,378.036,10,행정구역 명칭,일련번호,2010.5.28,천호대로에서 분기되는 도로,194
광진구,길,시군구,주도로,아차산로41길,Achasan-ro 41-gil,2010.6.3,자양동 224-9,자양동 224-15,8,244,243.88,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,355
광진구,길,시군구,주도로,광나루로24길,Gwangnaru-ro 24-gil,2010.6.3,화양동 498-8,화양동 302-4,8,441,440.641,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,315
광진구,길,시군구,주도로,동일로34길,Dongil-ro 34-gil,2010.6.3,군자동 350-8,군자동 346-21,8,216,216.248,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,205
광진구,길,시군구,주도로,동일로22길,Dongil-ro 22-gil,2010.6.3,화양동 42-16,화양동 5-47,8,635,635.245,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,303
광진구,길,시군구,주도로,동일로10길,Dongil-ro 10-gil,2010.6.3,자양동 249-5,자양동 843-11,8,315,315.412,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,347
광진구,길,시군구,주도로,답십리로84길,Dapsimni-ro 84-gil,2010.6.3,중곡동 552-1,중곡동 198-39,8,288,288.072,10,행정구역 명칭,일련번호,2010.5.28,답십리로에서 분기되는 도로,26
광진구,길,시군구,주도로,답십리로82길,Dapsimni-ro 82-gil,2010.6.3,중곡동 561-2,중곡동 211-20,8,241,241.485,10,행정구역 명칭,일련번호,2010.5.28,답십리로에서 분기되는 도로,25
광진구,길,시군구,주도로,답십리로78길,Dapsimni-ro 78-gil,2010.6.3,중곡동 566-1,중곡동 177-32,8,276,276.423,10,행정구역 명칭,일련번호,2010.5.28,답십리로에서 분기되는 도로,24
광진구,길,시군구,주도로,답십리로76길,Dapsimni-ro 76-gil,2010.6.3,중곡동 580-0,중곡동 585-3,8,151,150.514,10,행정구역 명칭,일련번호,2010.5.28,답십리로에서 분기되는 도로,23
광진구,길,시군구,주도로,긴고랑로36길,Gingorang-ro 36-gil,2010.6.3,중곡동 77-25,중곡동 100-17,8,374,373.55,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,100
광진구,길,시군구,주도로,능동로8길,Neungdong-ro 8-gil,2010.6.3,자양동 510-5,자양동 515-1,8,160,159.577,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,487
광진구,길,시군구,주도로,능동로5길,Neungdong-ro 5-gil,2010.6.3,자양동 508-1,자양동 553-57,8,320,319.622,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,336
광진구,길,시군구,주도로,능동로44길,Neungdong-ro 44-gil,2010.6.3,중곡동 41-38,중곡동 44-9,8,230,230.063,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,427
광진구,길,시군구,주도로,능동로43길,Neungdong-ro 43-gil,2010.6.3,중곡동 162-1,중곡동 257-8,8,245,244.721,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,417
광진구,길,시군구,주도로,능동로38길,Neungdong-ro 38-gil,2010.6.3,중곡동 158-19,중곡동 142-36,8,230,229.591,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,425
광진구,길,시군구,주도로,능동로36길,Neungdong-ro 36-gil,2010.6.3,능동 276-4,능동 256-5,8,954,954.326,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,174
광진구,길,시군구,주도로,능동로32길,Neungdong-ro 32-gil,2010.6.3,능동 282-1,능동 257-25,8,869,869.325,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,89
광진구,길,시군구,주도로,능동로1길,Neungdong-ro 1-gil,2010.6.3,자양동 74-14,자양동 87-1,8,176,176.299,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,295
광진구,길,시군구,주도로,능동로7길,Neungdong-ro 7-gil,2010.6.3,자양동 784-1,자양동 845-1,8,348,347.987,10,행정구역 명칭,일련번호,2010.5.28,능동로에서 분기되는 도로,338
광진구,길,시군구,주도로,자양번영로2길,Jayangbeonyeong-ro 2-gil,2010.6.3,자양동 600-15,자양동 595-31,8,337,336.785,10,행정구역 명칭,일련번호,2010.5.28,자양번영로에서 분기되는 도로,260
광진구,길,시군구,주도로,동일로4길,Dongil-ro 4-gil,2010.6.3,자양동 235-3,자양동 51-37,8,396,395.935,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,293
광진구,길,시군구,주도로,동일로62길,Dongil-ro 62-gil,2010.6.3,중곡동 613-7,중곡동 625-9,8,319,319.021,10,지명·자연마을이름,일련번호,2010.5.28,동일로에서 분기되는 도로,407
광진구,길,시군구,주도로,자양로37길,Jayang-ro 37-gil,2010.6.3,구의동 80-8,구의동 612-1,8,461,461.48,10,행정구역 명칭,일련번호,2010.5.28,자양로에서 분기되는 도로,192
광진구,길,시군구,주도로,광나루로30길,Gwangnaru-ro 30-gil,2010.6.3,구의동 633-1,화양동 307-0,8,415,415.107,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,501
광진구,길,시군구,주도로,자양로13나길,Jayang-ro 13na-gil,2010.6.3,자양동 613-7,자양동 613-7,8,220,220.212,10,행정구역 명칭,기타,2010.5.28,자양로에서 분기되는 도로,231
광진구,길,시군구,주도로,용마산로8가길,Yongmasan-ro 8ga-gil,2010.6.3,중곡동 59-21,중곡동 284-0,8,452,452.238,10,지명·자연마을이름,기타,2010.5.28,용마산로에서 분기되는 도로,393
광진구,길,시군구,주도로,광나루로54길,Gwangnaru-ro 54-gil,2010.6.3,구의동 199-3,구의동 214-6,8,512,512.495,10,지명·자연마을이름,일련번호,2010.5.28,광나루로에서 분기되는 도로,143
광진구,길,시군구,주도로,용마산로23길,Yongmasan-ro 23-gil,2010.6.3,중곡동 29-1,중곡동 29-70,8,200,200.26,10,지명·자연마을이름,일련번호,2010.5.28,용마산로에서 분기되는 도로,41
광진구,길,시군구,주도로,용마산로1길,Yongmasan-ro 1-gil,2010.6.3,중곡동 116-4,중곡동 139-40,8,614,613.731,10,지명·자연마을이름,일련번호,2010.5.28,용마산로에서 분기되는 도로,436
광진구,길,시군구,주도로,긴고랑로29길,Gingorang-ro 29-gil,2010.6.3,중곡동 150-195,중곡동 35-65,8,400,399.705,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,58
광진구,길,시군구,주도로,영화사로9길,Yeonghwasa-ro 9-gil,2010.6.3,중곡동 107-45,중곡동 73-89,8,485,485.377,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,87
광진구,길,시군구,주도로,아차산로75길,Achasan-ro 75-gil,2010.6.3,광장동 244-6,광장동 248-24,8,260,259.57,10,지명·자연마을이름,일련번호,2010.5.28,아차산로에서 분기되는 도로,146
광진구,길,시군구,주도로,면목로17길,Myeonmok-ro 17-gil,2010.6.3,중곡동 210-1,중곡동 578-3,8,227,226.56,10,행정구역 명칭,일련번호,2010.5.28,면목로에서 분기되는 도로,22
광진구,길,시군구,주도로,긴고랑로13길,Gingorang-ro 13-gil,2010.6.3,중곡동 241-34,중곡동 172-1,8,481,480.767,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,67
광진구,길,시군구,주도로,뚝섬로55길,Ttukseom-ro 55-gil,2010.6.3,자양동 653-34,자양동 617-3,8,283,282.574,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,253
광진구,길,시군구,주도로,뚝섬로34길,Ttukseom-ro 34-gil,2010.6.3,자양동 553-473,자양동 854,8,440,439.611,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,284
광진구,길,시군구,주도로,긴고랑로1길,Gingorang-ro 1-gil,2010.6.3,중곡동 238-3,중곡동 190-7,8,446,445.607,10,지명·자연마을이름,일련번호,2010.5.28,긴고랑로에서 분기되는 도로,73
광진구,길,시군구,주도로,동일로76가길,Dongil-ro 76ga-gil,2010.6.3,중곡동 187-11,중곡동 181-2,8,319,318.894,10,지명·자연마을이름,기타,2010.5.28,동일로에서 분기되는 도로,75
광진구,길,시군구,주도로,영화사로7길,Yeonghwasa-ro 7-gil,2010.6.3,중곡동 99-11,중곡동 102-1,8,395,395.257,10,종교,일련번호,2010.5.28,영화사로에서 분기되는 도로,88
광진구,길,시군구,주도로,뚝섬로35길,Ttukseom-ro 35-gil,2010.6.3,자양동 553-43,자양동 533-2,8,253,252.632,10,지명·자연마을이름,일련번호,2010.5.28,뚝섬로에서 분기되는 도로,271
